,0
JD,2460008
Date,3-4-2023
LST Range,5.355 -- 15.311 hours
X-Engine Status,Y Y Y Y Y Y Y Y 
Number of Files,1850
Total Number of Antennas,198
 ,
OPERATIONAL STATUS SUMMARY,
Antenna A Priori Status Count,dish_maintenance: 10 dish_ok: 1 RF_maintenance: 50 RF_ok: 19 digital_ok: 93 not_connected: 25
Commanded Signal Source,None
Antennas in Commanded State (reported),0 / 198 (0.0%)
Antennas in Commanded State (observed),0 / 198 (0.0%)
Cross-Polarized Antennas,
Total Number of Nodes,19
Nodes Registering 0s,"N02, N04, N08, N11, N15, N20"
Nodes Not Correlating,
  ,
NIGHTLY ANALYSIS SUMMARY,
Ant Metrics Done?,Y
Ant Metrics Flagged Antennas,113 / 198 (57.1%)
Auto Metrics Done?,Y
Auto Metrics Flagged Antennas,150 / 198 (75.8%)
Redcal Done?,N
Never Flagged Antennas,48 / 198 (24.2%)
A Priori Good Antennas Flagged,"69 / 93 total a priori good antennas: 3, 7, 9, 10, 15, 16, 17, 19, 20, 21, 29, 31, 37, 38, 40, 41, 42, 45, 54, 55, 56, 65, 66, 69, 70, 71, 72, 81, 85, 86, 93, 94, 101, 103, 109, 111, 112, 121, 122, 123, 124, 127, 136, 144, 147, 148, 149, 150, 151, 158, 160, 161, 165, 166, 167, 168, 169, 170, 173, 181, 182, 184, 187, 189, 190, 191, 192, 193, 202"
A Priori Bad Antennas Not Flagged,"24 / 105 total a priori bad antennas: 22, 35, 43, 46, 48, 61, 62, 64, 73, 74, 82, 89, 125, 137, 179, 220, 221, 222, 237, 238, 239, 240, 241, 329"
